,beta,p-val,R-squared,chr,pos
2697,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4580000
2698,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4590000
2699,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4600000
2700,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4610000
2701,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4620000
2702,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4630000
2703,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4640000
2704,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4650000
2705,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4660000
2706,"[-0.14047416445190922, 0.05391931824479462, -0.07264125978594894, -3.344676651681511e-18, -2.2811975486649984e-17, 0.2240098568731209, 0.018864175514824943, 0.3123288549004296]",0.43290505243418775,0.01911021325075657,2R,4670000
2707,"[-0.11668186270778731, -0.09829530945761294, -0.03938814080414774, 3.084698935936006e-17, 1.9172405510828362e-17, 0.2478021586172423, 0.04265647725894561, 0.3361211566445514]",0.44368201457867495,0.018778270450438117,2R,4680000
2708,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4690000
2709,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4700000
2710,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4710000
2711,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4720000
2712,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4730000
2713,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4740000
2714,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4750000
2715,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4760000
2716,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4770000
2717,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4780000
2718,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4790000
2719,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4800000
2720,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4810000
2721,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4820000
2722,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4830000
2723,"[-0.11733097864778706, -0.09894442539761256, -0.03877309987286603, 2.5636534930401188e-17, -2.795208056244344e-17, 0.25043269738595864, 0.04200736131894586, 0.3354720407045514]",0.44473924847072266,0.018745984726760367,2R,4840000
2724,"[-0.1207747370135638, -0.09804936937104014, -0.03787804384629345, -2.3282155624296884e-17, 2.234967922795392e-18, 0.24940117561887226, 0.04290241734551878, 0.3363670967311239]",0.434726690315948,0.019053734871521177,2R,4850000
2725,"[-0.1207747370135638, -0.09804936937104014, -0.03787804384629345, -2.3282155624296884e-17, 2.234967922795392e-18, 0.24940117561887226, 0.04290241734551878, 0.3363670967311239]",0.434726690315948,0.019053734871521177,2R,4860000
2726,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4870000
2727,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4880000
2728,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4890000
2729,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4900000
2730,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4910000
2731,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4920000
2732,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4930000
2733,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4940000
2734,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4950000
2735,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4960000
2736,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4970000
2737,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4980000
2738,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,4990000
2739,"[-0.12128859310502269, -0.09856322546249952, -0.03672148509119782, -1.2278614175835587e-17, 3.0382384518029063e-17, 0.25081389732107195, 0.04238856125405968, 0.3358532406396653]",0.43957342700157587,0.01890420424765138,2R,5000000
2740,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5010000
2741,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5020000
2742,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5030000
2743,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5040000
2744,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5050000
2745,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5060000
2746,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5070000
2747,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5080000
2748,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5090000
2749,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5100000
2750,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5110000
2751,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5120000
2752,"[-0.1262542782615787, -0.1019284731616702, -0.038551837114846464, 4.0236188986056886e-18, 2.0357491216310994e-18, 0.2332753168745451, 0.03902331355488811, 0.37028360136391064]",0.4228635514357564,0.019424351825993447,2R,5130000
2753,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5140000
2754,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5150000
2755,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5160000
2756,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5170000
2757,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5180000
2758,"[-0.09604749042716716, -0.09792408892745197, -0.034547452880628125, -4.7641154274711223e-17, 2.2635245349952918e-18, 0.18304660786904364, 0.04302769778910551, 0.3742879855981287]",0.5890837283966683,0.014687897177452225,2R,5190000
2759,"[-0.09604749042716708, -0.0979240889274523, -0.034547452880627987, -1.8699093487231983e-17, 0.043027697789106284, 0.18304660786904348, 0.0, 0.3742879855981286]",0.5890837283966683,0.014687897177452003,2R,5200000
2760,"[-0.09604749042716708, -0.0979240889274523, -0.034547452880627987, -1.8699093487231983e-17, 0.043027697789106284, 0.18304660786904348, 0.0, 0.3742879855981286]",0.5890837283966683,0.014687897177452003,2R,5210000
2761,"[-0.09604749042716708, -0.0979240889274523, -0.034547452880627987, -1.8699093487231983e-17, 0.043027697789106284, 0.18304660786904348, 0.0, 0.3742879855981286]",0.5890837283966683,0.014687897177452003,2R,5220000
2762,"[-0.09604749042716708, -0.0979240889274523, -0.034547452880627987, -1.8699093487231983e-17, 0.043027697789106284, 0.18304660786904348, 0.0, 0.3742879855981286]",0.5890837283966683,0.014687897177452003,2R,5230000
2763,"[-0.08787481431430783, -0.09795761831246996, -0.03458098226564547, -1.4172464420758365e-17, 0.04299416840408865, 0.18301307848402382, 0.0, 0.3662829564103586]",0.6332015795868249,0.01353958913490072,2R,5240000
2764,"[-0.08787481431430783, -0.09795761831246996, -0.03458098226564547, -1.4172464420758365e-17, 0.04299416840408865, 0.18301307848402382, 0.0, 0.3662829564103586]",0.6332015795868249,0.01353958913490072,2R,5250000
2765,"[-0.08787481431430783, -0.09795761831246996, -0.03458098226564547, -1.4172464420758365e-17, 0.04299416840408865, 0.18301307848402382, 0.0, 0.3662829564103586]",0.6332015795868249,0.01353958913490072,2R,5260000
2766,"[-0.08787481431430783, -0.09795761831246996, -0.03458098226564547, -1.4172464420758365e-17, 0.04299416840408865, 0.18301307848402382, 0.0, 0.3662829564103586]",0.6332015795868249,0.01353958913490072,2R,5270000
2767,"[0.11670092738316917, -0.055374684843072786, -0.004902540691684554, 3.1579481151962167e-18, 0.08557710187348534, -0.22157283866500133, 0.0, 0.408865889879756]",0.6333627275548492,0.013535438447830006,2R,5280000
2768,"[0.11670092738316917, -0.055374684843072786, -0.004902540691684554, 3.1579481151962167e-18, 0.08557710187348534, -0.22157283866500133, 0.0, 0.408865889879756]",0.6333627275548492,0.013535438447830006,2R,5290000
2769,"[0.11670092738316917, -0.055374684843072786, -0.004902540691684554, 3.1579481151962167e-18, 0.08557710187348534, -0.22157283866500133, 0.0, 0.408865889879756]",0.6333627275548492,0.013535438447830006,2R,5300000
2770,"[0.13783911074227895, -0.03847780216298996, 0.0119943419883985, 4.509106745887021e-17, -0.020045494886039156, -0.20467595598491872, 0.0, 0.4257627725598384]",0.6228420101941952,0.013806996710841957,2R,5310000
2771,"[0.13783911074227895, -0.03847780216298996, 0.0119943419883985, 4.509106745887021e-17, -0.020045494886039156, -0.20467595598491872, 0.0, 0.4257627725598384]",0.6228420101941952,0.013806996710841957,2R,5320000
2772,"[0.13783911074227895, -0.03847780216298996, 0.0119943419883985, 4.509106745887021e-17, -0.020045494886039156, -0.20467595598491872, 0.0, 0.4257627725598384]",0.6228420101941952,0.013806996710841957,2R,5330000
2773,"[0.13783911074227895, -0.03847780216298996, 0.0119943419883985, 4.509106745887021e-17, -0.020045494886039156, -0.20467595598491872, 0.0, 0.4257627725598384]",0.6228420101941952,0.013806996710841957,2R,5340000
2774,"[0.13783911074227895, -0.03847780216298996, 0.0119943419883985, 4.509106745887021e-17, -0.020045494886039156, -0.20467595598491872, 0.0, 0.4257627725598384]",0.6228420101941952,0.013806996710841957,2R,5350000
2775,"[0.1482963739006795, -0.028020539004589895, 0.022451605146798906, -6.7046907584588435e-18, -0.08246340267106705, -0.19454436399189245, 0.0, 0.43622003571823864]",0.6287721798470083,0.013653781649734964,2R,5360000
2776,"[0.1482963739006795, -0.028020539004589895, 0.022451605146798906, -6.7046907584588435e-18, -0.08246340267106705, -0.19454436399189245, 0.0, 0.43622003571823864]",0.6287721798470083,0.013653781649734964,2R,5370000
2777,"[0.1482963739006795, -0.028020539004589895, 0.022451605146798906, -6.7046907584588435e-18, -0.08246340267106705, -0.19454436399189245, 0.0, 0.43622003571823864]",0.6287721798470083,0.013653781649734964,2R,5380000
2778,"[0.1482963739006795, -0.028020539004589895, 0.022451605146798906, -6.7046907584588435e-18, -0.08246340267106705, -0.19454436399189245, 0.0, 0.43622003571823864]",0.6287721798470083,0.013653781649734964,2R,5390000
2779,"[0.13756680227713272, -0.035852446385916614, 0.014404839353904034, 1.2188550501075613e-16, -0.03082269512171945, -0.20237627137322045, 0.0, 0.42685138772931397]",0.6226996192659148,0.013810680495788263,2R,5400000
2780,"[0.13756680227713272, -0.035852446385916614, 0.014404839353904034, 1.2188550501075613e-16, -0.03082269512171945, -0.20237627137322045, 0.0, 0.42685138772931397]",0.6226996192659148,0.013810680495788263,2R,5410000
2781,"[0.13756680227713272, -0.035852446385916614, 0.014404839353904034, 1.2188550501075613e-16, -0.03082269512171945, -0.20237627137322045, 0.0, 0.42685138772931397]",0.6226996192659148,0.013810680495788263,2R,5420000
2782,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5430000
2783,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5440000
2784,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5450000
2785,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5460000
2786,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5470000
2787,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5480000
2788,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5490000
2789,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5500000
2790,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5510000
2791,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5520000
2792,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5530000
2793,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5540000
2794,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5550000
2795,"[0.12516174056947027, 0.0437890522519816, -0.00321135074568029, -8.014521341865113e-19, -0.04322775682938249, -0.214781333080883, 0.0, 0.41444632602165166]",0.6226750186902512,0.013811316959305708,2R,5560000
2796,"[0.09088755081886465, 0.03029471457558719, -0.01670568842207404, 3.670946413434189e-18, -0.0567220945057761, -0.11303545494830787, 0.0, 0.4009519883452575]",0.7708942053425243,0.010017435877412217,2R,5570000
2797,"[0.09088755081886465, 0.03029471457558719, -0.01670568842207404, 3.670946413434189e-18, -0.0567220945057761, -0.11303545494830787, 0.0, 0.4009519883452575]",0.7708942053425243,0.010017435877412217,2R,5580000
2798,"[0.09088755081886465, 0.03029471457558719, -0.01670568842207404, 3.670946413434189e-18, -0.0567220945057761, -0.11303545494830787, 0.0, 0.4009519883452575]",0.7708942053425243,0.010017435877412217,2R,5590000
2799,"[0.07984927211325443, 0.030690940003714084, -0.0076485368570970574, 4.954388165324391e-17, -0.056325869077649186, -0.11263922952018131, 0.0, 0.40134821377338403]",0.8003672543578748,0.009242927369586429,2R,5600000
2800,"[0.06574121042337625, 0.023587541225813413, -0.014751935634998159, -1.4610972130062842e-17, -0.06342926785555025, -0.06301417394079914, 0.0, 0.39424481499548353]",0.8340708230194915,0.008328458113921022,2R,5610000
2801,"[0.06574121042337625, 0.023587541225813413, -0.014751935634998159, -1.4610972130062842e-17, -0.06342926785555025, -0.06301417394079914, 0.0, 0.39424481499548353]",0.8340708230194915,0.008328458113921022,2R,5620000
2802,"[0.06574121042337625, 0.023587541225813413, -0.014751935634998159, -1.4610972130062842e-17, -0.06342926785555025, -0.06301417394079914, 0.0, 0.39424481499548353]",0.8340708230194915,0.008328458113921022,2R,5630000
2803,"[0.06574121042337625, 0.023587541225813413, -0.014751935634998159, -1.4610972130062842e-17, -0.06342926785555025, -0.06301417394079914, 0.0, 0.39424481499548353]",0.8340708230194915,0.008328458113921022,2R,5640000
2804,"[0.07820061348272822, 0.03604694428516489, -0.03999185145909921, -1.2276312808477762e-17, -0.05096986479619823, -0.05830510498233771, 0.0, 0.36493804962371573]",0.6288810812300129,0.013650971637801268,2R,5650000
2805,"[0.08484920484585544, 0.04269553564829187, -0.03334326009597198, 4.853471515011133e-18, -0.04432127343307152, -0.11334487478097197, 0.0, 0.38673486260671475]",0.547996304241484,0.015786238553530896,2R,5660000
2806,"[0.08189887903483824, 0.054059041916676986, -0.03502589618744517, 3.015015229143694e-17, -0.04600390952454572, -0.1150275108724448, 0.0, 0.38505222651524007]",0.5490171369783962,0.015758524270203855,2R,5670000
2807,"[0.08189887903483824, 0.054059041916676986, -0.03502589618744517, 3.015015229143694e-17, -0.04600390952454572, -0.1150275108724448, 0.0, 0.38505222651524007]",0.5490171369783962,0.015758524270203855,2R,5680000
2808,"[0.08189887903483824, 0.054059041916676986, -0.03502589618744517, 3.015015229143694e-17, -0.04600390952454572, -0.1150275108724448, 0.0, 0.38505222651524007]",0.5490171369783962,0.015758524270203855,2R,5690000
2809,"[0.08189887903483824, 0.054059041916676986, -0.03502589618744517, 3.015015229143694e-17, -0.04600390952454572, -0.1150275108724448, 0.0, 0.38505222651524007]",0.5490171369783962,0.015758524270203855,2R,5700000
2810,"[0.11840685682077308, 0.05522976644961619, -0.038731433639003277, -3.0326536337500217e-17, -0.04483318499160602, -0.13028564371925044, 0.0, 0.3639957454288523]",0.4479320123594125,0.01864877762152073,2R,5710000
2811,"[0.11840685682077308, 0.05522976644961619, -0.038731433639003277, -3.0326536337500217e-17, -0.04483318499160602, -0.13028564371925044, 0.0, 0.3639957454288523]",0.4479320123594125,0.01864877762152073,2R,5720000
2812,"[0.11840685682077308, 0.05522976644961619, -0.038731433639003277, -3.0326536337500217e-17, -0.04483318499160602, -0.13028564371925044, 0.0, 0.3639957454288523]",0.4479320123594125,0.01864877762152073,2R,5730000
2813,"[0.11616502287609971, 0.052987932504942936, -0.0430438619018583, 1.3802978687635865e-18, -0.02931158700538436, -0.13252747766392395, 0.0, 0.36175391148417924]",0.4477228941379171,0.01865513106804373,2R,5740000
2814,"[0.11616502287609971, 0.052987932504942936, -0.0430438619018583, 1.3802978687635865e-18, -0.02931158700538436, -0.13252747766392395, 0.0, 0.36175391148417924]",0.4477228941379171,0.01865513106804373,2R,5750000
2815,"[0.10753246605961536, 0.05365545280569228, -0.03774890658912293, 8.491174918870797e-17, -0.028644066704634402, -0.1318599573631739, 0.0, 0.36242143178492914]",0.4716371468818633,0.01794011999979983,2R,5760000
2816,"[0.10753246605961536, 0.05365545280569228, -0.03774890658912293, 8.491174918870797e-17, -0.028644066704634402, -0.1318599573631739, 0.0, 0.36242143178492914]",0.4716371468818633,0.01794011999979983,2R,5770000
2817,"[0.10753246605961536, 0.05365545280569228, -0.03774890658912293, 8.491174918870797e-17, -0.028644066704634402, -0.1318599573631739, 0.0, 0.36242143178492914]",0.4716371468818633,0.01794011999979983,2R,5780000
2818,"[0.11284486268775976, 0.05896784943383687, -0.01749330943849496, 7.515377464233796e-18, -0.02333167007648988, -0.17867753765452493, 0.0, 0.3677338284130733]",0.4264663909668447,0.0193110846021316,2R,5790000
2819,"[0.12711621950354335, -0.03460743769308061, -0.003221952622711381, 5.337282556924456e-17, -0.009060313260706221, -0.16440618083874098, 0.0, 0.38995233146107333]",0.3909718612884061,0.020456398948239807,2R,5800000
2820,"[0.13016547359772415, -0.034972826116427325, -0.0035873410460582206, -1.1321203233642705e-18, -0.009425701684053333, -0.16477156926208741, 0.0, 0.3887300194836266]",0.40038842928346174,0.02014588642084869,2R,5810000
