chr	pos	ID	effectSize
X	13800000	21170	-0.2329120296862956
X	15140000	21170	-0.6694137624649962
X	21630000	21170	-0.15355662840071746
2L	70000	21170	0.0067666220298047836
2L	1350000	21170	0.14211311325105752
2L	3990000	21170	-0.16090647568602987
2L	5440000	21170	0.19476952444263113
2L	6520000	21170	-0.2915950066972172
2L	6620000	21170	0.19763816965098546
2L	6720000	21170	-0.3012638348397447
2L	7410000	21170	0.1860351928843977
2L	10400000	21170	-0.46443093054811313
2R	100000	21170	0.07749329843846452
2R	6670000	21170	-0.40148178708132054
2R	7350000	21170	-0.002274737998485765
2R	9530000	21170	-0.13945257315334736
2R	9870000	21170	-0.04583927404142154
2R	11230000	21170	-1.4566101153735633
2R	11660000	21170	-0.027812844862172524
2R	12410000	21170	0.17336914446714055
2R	13360000	21170	-0.22573762303179185
2R	13530000	21170	-3.011098186117765e-16
2R	14120000	21170	0.059068142064581636
2R	14920000	21170	-0.11058318024960173
2R	15870000	21170	0.14860385722769603
2R	16340000	21170	-0.24931785256844832
2R	18930000	21170	0.25461534716762635
2R	19380000	21170	0.301971961241199
2R	19710000	21170	0.3266333647224733
3L	190000	21170	0.030677429013343076
3L	3540000	21170	0.21146136413884106
3L	5190000	21170	-0.22535703150902758
3L	5830000	21170	-0.13415820313447274
3L	5910000	21170	0.3475437977576534
3L	6920000	21170	0.14838002951878845
3L	9730000	21170	-0.5204867382491803
3L	11000000	21170	0.39493868714063507
3L	11390000	21170	0.2249410307596586
3L	13010000	21170	-1.1161308358212393e-16
3R	90000	21170	-0.10037036481058736
3R	9200000	21170	1.26131462927142
3R	10820000	21170	0.011606733958125975
3R	10950000	21170	1.9047412493703368e-17
3R	14960000	21170	0.0005642491307916719
3R	17300000	21170	-0.00495212316010879
3R	18250000	21170	0.42724315262624085
3R	18370000	21170	-0.055617060546676915
3R	18600000	21170	0.06526729443867235
3R	19590000	21170	-0.0806091870500251
3R	20970000	21170	-0.3734678275324245
3R	23880000	21170	0.1176311921511001
3R	25510000	21170	0.17469388357479992
3R	25980000	21170	-0.21136975120452026
3R	26470000	21170	-0.11215512637281635
X	160000	21172	-0.2615555892052794
X	2200000	21172	0.0919335765023397
X	3130000	21172	0.04097435754915349
X	4560000	21172	0.0
X	10910000	21172	-0.036854849511397864
X	11100000	21172	-1.488373787120331
X	11590000	21172	0.0
X	12470000	21172	0.04997137384986271
X	13130000	21172	0.06916460510098452
X	19630000	21172	-0.002189684957429572
X	20170000	21172	0.1411080931595946
2L	70000	21172	0.17480361641173103
2L	940000	21172	-0.08090025142281185
2L	3840000	21172	0.19476952444263113
2L	4850000	21172	-0.33895124916163055
2L	6250000	21172	0.1560780124060034
2L	7210000	21172	-0.11291673528984215
2L	10210000	21172	0.3133876670803649
2L	10490000	21172	-0.08042210611415827
2L	11320000	21172	0.0
2L	12180000	21172	-3.020094171942347e-18
2L	13960000	21172	-0.03836090448081906
2R	100000	21172	0.24737892977100406
2R	2310000	21172	0.17113306519102464
2R	8450000	21172	0.09123093618362378
2R	10700000	21172	0.09386193347814632
2R	11370000	21172	0.02356349642234193
2R	12870000	21172	0.11605107860695302
2R	13910000	21172	0.6059594480568773
2R	15080000	21172	-0.13945257315334736
2R	16180000	21172	-0.0855185247312088
2R	16830000	21172	0.09070928671506134
2R	16930000	21172	-1.474266770746823
2R	17020000	21172	-0.08442657026461012
2R	17220000	21172	0.17632467101806226
3L	190000	21172	-0.023448114586182914
3L	750000	21172	0.028529505861241332
3L	2230000	21172	-0.12872684454891167
3L	2810000	21172	-1.1161308358212393e-16
3L	5230000	21172	0.2633955882131827
3L	5580000	21172	0.16860371073712943
3L	6140000	21172	-8.848658545900208e-17
3L	7420000	21172	0.19638290315102433
3L	8170000	21172	0.22193325166606181
3L	14260000	21172	0.05703512183895044
3L	17420000	21172	1.9975813494247383e-17
3R	90000	21172	0.5104802639866947
3R	4530000	21172	0.31235829507344526
3R	9050000	21172	0.9236287645209272
3R	9680000	21172	-0.07545719293208321
3R	10160000	21172	-0.04746263343275613
3R	11530000	21172	0.17367085174820723
3R	13210000	21172	0.011606733958125975
3R	13760000	21172	0.1446239075715705
3R	14460000	21172	0.28699235517869015
3R	14830000	21172	0.1531047986938026
3R	17980000	21172	-0.4805941273245331
3R	18370000	21172	0.025081173302036755
3R	18380000	21172	0.04950724799197684
3R	18700000	21172	0.16462064480377714
3R	21630000	21172	-0.15099884814154202
3R	22690000	21172	-0.1831078659016301
3R	23080000	21172	-0.32890262610494425
3R	23880000	21172	0.004032407965347581
3R	24980000	21172	-0.055617060546676915
3R	25140000	21172	0.08605410775547423
3R	26180000	21172	-0.07751263300268918
X	160000	21173	0.0919335765023397
X	5090000	21173	0.4314222100036624
X	5560000	21173	-0.09836164245437179
X	6000000	21173	-0.04864088140502337
X	6620000	21173	0.17839422680933695
X	7140000	21173	0.6673541567264307
X	7370000	21173	0.11248255302183804
X	9730000	21173	-0.2760715230551142
X	10290000	21173	0.5954395885092708
X	12800000	21173	-0.33381257981842777
2L	70000	21173	0.03075509074824419
2L	1520000	21173	-0.16408078576996396
2L	3280000	21173	0.03503977941173711
2L	5670000	21173	-0.06278803500233332
2L	10500000	21173	0.22672043835858358
2L	12320000	21173	0.1629193641503479
2R	100000	21173	0.13028089309298724
2R	3840000	21173	0.03142229062567124
2R	7620000	21173	-0.003249579241511709
2R	7860000	21173	-1.430351255750515
2R	9470000	21173	0.03465287689148823
2R	9820000	21173	-0.13945257315334736
2R	10550000	21173	0.18557061083707105
2R	14380000	21173	-0.06966839984929449
2R	14690000	21173	0.09714239947779271
2R	16330000	21173	0.1417461191288032
2R	17590000	21173	0.0900552129928317
2R	18440000	21173	0.08382827274136953
2R	18480000	21173	-0.24931785256844832
2R	19280000	21173	-0.07074970963394993
2R	19710000	21173	0.29034777874404505
3L	190000	21173	-0.10350942212181483
3L	1900000	21173	0.17767809381319627
3L	2040000	21173	0.199521722454963
3L	2810000	21173	-1.1161308358212393e-16
3L	5800000	21173	0.13682509421230585
3L	7160000	21173	0.18104917808861176
3L	7460000	21173	-0.023448114586182914
3L	7750000	21173	0.0
3L	8110000	21173	0.22018151065626046
3L	11390000	21173	0.23060987488091084
3L	12060000	21173	0.13347395681846985
3L	15120000	21173	-0.020940776586624566
3L	18030000	21173	3.898174501050097e-17
3L	19700000	21173	0.34369499575274265
3R	90000	21173	0.24081042385384277
3R	1190000	21173	0.3443721170198485
3R	4290000	21173	0.1634733282442553
3R	8410000	21173	0.3484569911581577
3R	9210000	21173	0.011606733958125975
3R	13680000	21173	0.04950724799197684
3R	17980000	21173	-0.2400016601361527
3R	18370000	21173	-0.055617060546676915
3R	19700000	21173	0.013741735838241675
3R	20340000	21173	-0.09363887913064678
3R	21100000	21173	0.2285969341344455
3R	25570000	21173	0.06925131253381657
3R	25850000	21173	-0.3288155534974229
3R	26290000	21173	-0.06111936147347602
X	160000	21174	0.0919335765023397
X	2530000	21174	-0.07071932713881751
X	6990000	21174	0.3360178116140136
X	8340000	21174	0.0
X	9090000	21174	0.3901189991558098
X	10340000	21174	0.10727998933832372
X	11590000	21174	0.0
X	12600000	21174	-0.1252579689409077
X	13090000	21174	0.048626181080976716
X	13570000	21174	-0.1526534961012524
X	16170000	21174	0.3147843775265212
X	16580000	21174	0.3296986920269161
X	16940000	21174	0.18325520612605417
X	19430000	21174	0.1537253561758084
X	20730000	21174	-0.14037344948419592
2L	70000	21174	-0.6447293496178803
2L	6620000	21174	0.09682541239384197
2L	7140000	21174	-0.06722178729206352
2L	8840000	21174	0.12814016772542983
2L	10980000	21174	0.0
2L	12630000	21174	-0.06331149107489563
2L	15260000	21174	0.6691379651598495
2L	17270000	21174	0.11520352124292267
2R	100000	21174	0.048971372205345164
2R	6670000	21174	-0.44178532672513166
2R	7350000	21174	0.01152725399829449
2R	9530000	21174	-0.13945257315334736
2R	9870000	21174	0.22457228879991892
2R	11230000	21174	0.07749329843846452
2R	11660000	21174	0.1152917482056085
2R	12410000	21174	0.17336914446714055
2R	14920000	21174	-0.13763327101240516
2R	15880000	21174	-0.2807189521106435
2R	16010000	21174	0.059068142064581636
2R	16940000	21174	0.17654267566684415
3L	190000	21174	0.06954867834075214
3L	930000	21174	-1.5751544232336304e-17
3L	4030000	21174	0.15179290802995152
3L	4200000	21174	-0.12872684454891167
3L	4440000	21174	0.4799051607379553
3L	5910000	21174	0.0
3L	7220000	21174	0.1718761314964155
3L	8170000	21174	0.06703085115721735
3L	9730000	21174	0.016889671625813257
3L	15320000	21174	0.1666216536079136
3R	90000	21174	0.07560968572676019
3R	9210000	21174	-0.10658354178616426
3R	13120000	21174	0.10294512848444737
3R	14000000	21174	0.3484569911581577
3R	14840000	21174	0.1531047986938026
3R	18310000	21174	-0.23314718715642563
3R	19290000	21174	-0.16836946186405344
3R	24010000	21174	-0.0835096680600584
3R	25590000	21174	0.276804446823182
3R	27140000	21174	0.011606733958125975
X	160000	21175	0.0919335765023397
X	3430000	21175	-0.07067153681072434
X	4790000	21175	0.0
X	10030000	21175	-0.31429561888405333
X	11200000	21175	0.22811444351417698
X	12800000	21175	-0.6694137624649962
X	19430000	21175	0.14144568398698787
X	20730000	21175	-0.31722237738993836
2L	70000	21175	0.19827054878870015
2L	4320000	21175	0.36102005226877243
2L	4760000	21175	-0.026002408868541133
2L	12320000	21175	-0.6585371336968757
2L	13380000	21175	0.006932058090062827
2L	13720000	21175	0.6691379651598495
2L	20180000	21175	0.2537210474986103
2R	100000	21175	-0.24931785256844832
2R	8450000	21175	0.11605107860695302
2R	8730000	21175	0.040130199903974144
2R	9680000	21175	0.2938103669415397
2R	14000000	21175	-0.39645275357936566
2R	16320000	21175	0.3561714690705227
2R	19090000	21175	0.18124815789220705
2R	19390000	21175	-2.029325868643223e-18
2R	19500000	21175	0.011136232752536793
2R	19710000	21175	-0.13945257315334736
2R	19820000	21175	0.4128824398023937
3L	190000	21175	-0.031703932302264475
3L	930000	21175	0.4799051607379553
3L	4030000	21175	0.17448709833054152
3L	4200000	21175	0.06954867834075214
3L	4320000	21175	0.09878398334020223
3L	4410000	21175	-0.1357864985852363
3L	4430000	21175	0.016889671625813257
3L	4650000	21175	0.19685264960279952
3L	4950000	21175	0.07589645401497565
3L	5010000	21175	7.29290762722301e-19
3L	5730000	21175	-0.020403472842263706
3L	5830000	21175	0.0428442656306059
3L	5870000	21175	0.10569910754730957
3L	6000000	21175	0.3475437977576534
3L	6230000	21175	-0.41752126762906117
3L	6480000	21175	1.0277622578413135e-17
3L	6960000	21175	0.0
3L	7210000	21175	0.05706193915557511
3L	10060000	21175	-0.5344264019615241
3L	11200000	21175	0.15385037132680965
3L	13010000	21175	-1.1161308358212393e-16
3L	14700000	21175	-0.10909836576102218
3L	16770000	21175	0.1418365047665792
3R	90000	21175	0.13970841830454422
3R	5330000	21175	1.4699809804061479
3R	8360000	21175	-0.15066632969301524
3R	9190000	21175	1.279648183813779
3R	9910000	21175	0.023527576615893872
3R	13120000	21175	-0.5099427841032348
3R	14950000	21175	0.12085964584857785
3R	18130000	21175	0.011606733958125975
3R	19350000	21175	-5.402153587850955e-05
3R	22210000	21175	0.09926214434315123
3R	22760000	21175	0.30810374355799414
3R	23400000	21175	0.21723121779359483
3R	24410000	21175	-0.05724698334178237
3R	25090000	21175	0.01671579491343171
3R	25420000	21175	-0.06556071910973649
3R	26830000	21175	-0.11021903237480733
X	160000	21176	0.0919335765023397
X	3930000	21176	0.1628541912288645
X	4780000	21176	0.19940840221980555
X	5610000	21176	-0.09254629784063398
X	5650000	21176	-0.2760715230551142
X	6020000	21176	-0.08933693130180956
X	6820000	21176	0.482434364851588
X	7480000	21176	0.4030610866560529
X	7850000	21176	0.0
X	10340000	21176	0.5359395685475237
X	12800000	21176	-0.009145146381573752
X	21630000	21176	0.27917221272898946
2L	70000	21176	0.6691379651598495
2L	860000	21176	-0.12989474034628007
2L	3370000	21176	-2.268652032611475e-16
2L	9600000	21176	0.10998887424316711
2L	10500000	21176	-0.596113189828418
2L	11400000	21176	0.20485603230410415
2L	12280000	21176	0.662331834566511
2L	12610000	21176	-0.010966710915810252
2L	14260000	21176	0.023147426563600405
2L	16290000	21176	-1.1951826355136207e-17
2L	16900000	21176	0.01606854945651756
2L	17650000	21176	-0.21932502517962169
2R	100000	21176	0.19055653432660835
2R	4550000	21176	0.027972553315009245
2R	7070000	21176	0.18557061083707105
2R	9470000	21176	-0.002274737998485765
2R	10760000	21176	0.03918489345906869
2R	13830000	21176	-0.13945257315334736
2R	14920000	21176	-0.19815966283538997
2R	15870000	21176	-0.14047416445190922
2R	16850000	21176	0.21200742092052735
2R	19530000	21176	-0.04103965282779244
3L	190000	21176	0.0
3L	1200000	21176	-0.5355159391047629
3L	4030000	21176	-0.007989937592362412
3L	4200000	21176	0.1993484661632515
3L	4430000	21176	0.1406221002004745
3L	4990000	21176	1.2920735370338351e-16
3L	5620000	21176	0.12162366274072454
3L	6110000	21176	-6.322877026993202e-17
3L	7050000	21176	6.230461475400371e-17
3L	7200000	21176	0.06337297332706804
3L	10370000	21176	-0.5725762254254982
3L	10380000	21176	-8.620825902615881e-17
3L	10870000	21176	0.34020199515505617
3L	11580000	21176	-9.590912094665478e-17
3L	12220000	21176	-0.7095047148771474
3L	12490000	21176	-1.644876444398325e-18
3L	12540000	21176	0.29069273739872026
3L	16020000	21176	-1.6965023233538359
3L	17300000	21176	1.0989692734787151e-16
3R	90000	21176	0.12586909564544715
3R	6200000	21176	-0.051829338330290964
3R	7820000	21176	0.16904799695478734
3R	8220000	21176	-0.03540021596210526
3R	9210000	21176	-0.12854971332339937
3R	11280000	21176	0.19469541339646876
3R	13940000	21176	0.0005581795709945769
3R	18790000	21176	0.011606733958125975
3R	19550000	21176	0.059392419607589814
3R	20290000	21176	0.24158813732296958
3R	20490000	21176	1.4273505904669062
3R	20710000	21176	1.2868453163104637e-16
3R	23410000	21176	0.16343730168953602
3R	23580000	21176	-0.32958993831475963
3R	25350000	21176	0.3484569911581577
X	160000	21177	-0.2760715230551142
X	2200000	21177	0.0919335765023397
X	3210000	21177	0.0
X	4430000	21177	0.2787013318548054
X	4780000	21177	0.29495074877368793
X	6020000	21177	-0.06173809088586882
X	7720000	21177	0.1628541912288645
X	7860000	21177	0.0
X	9040000	21177	0.1076039865946426
X	12800000	21177	0.06916460510098452
X	14670000	21177	3.4139515342072096e-17
X	16790000	21177	-0.08576828304309762
X	17640000	21177	0.16131978154733057
2L	70000	21177	-0.11561295062934088
2L	1350000	21177	-0.13601526029119587
2L	2060000	21177	0.03814474539343289
2L	7250000	21177	0.07178175088038201
2L	10370000	21177	-0.021772127812645398
2L	10410000	21177	0.6691379651598495
2L	10860000	21177	0.07178175088038201
2L	12830000	21177	0.08052254404275572
2L	16050000	21177	0.5905588617557923
2L	17880000	21177	0.3046030875382927
2R	100000	21177	0.1263835113399685
2R	7070000	21177	-0.12902326190618796
2R	8620000	21177	0.06312359447689422
2R	10260000	21177	0.14733857259866548
2R	12710000	21177	-0.012584683866514762
2R	15360000	21177	0.20434836695384567
2R	15490000	21177	-0.002274737998485765
2R	15870000	21177	-0.06966839984929449
2R	16630000	21177	0.07503763635258809
2R	17650000	21177	-0.24931785256844832
2R	19280000	21177	-0.390767606317824
2R	19710000	21177	0.16352802058818058
3L	190000	21177	2.9707198221770346e-16
3L	4120000	21177	0.14838002951878845
3L	4490000	21177	1.2920735370338351e-16
3L	5260000	21177	-0.006973160553944924
3L	5620000	21177	0.11287251731738998
3L	8710000	21177	-2.1999961454480202e-17
3L	9290000	21177	0.0024850159586134457
3L	9730000	21177	0.1406221002004745
3L	11340000	21177	1.0989692734787151e-16
3L	12360000	21177	0.21870935837745803
3L	18710000	21177	-4.881378038075374e-17
3R	90000	21177	0.1626581777283544
3R	6200000	21177	-0.11388569098861474
3R	6860000	21177	0.3484569911581577
3R	8560000	21177	0.26115194496088606
3R	9210000	21177	-0.11521438866657598
3R	9910000	21177	1.4766756247104786
3R	10850000	21177	0.0059221744632717704
3R	11530000	21177	0.09276100780750009
3R	13850000	21177	0.011606733958125975
3R	16980000	21177	0.1046736878812143
3R	18260000	21177	-0.031330953375981706
3R	18470000	21177	0.16343730168953602
3R	18560000	21177	0.18249706277309324
3R	20550000	21177	0.1376231978256573
3R	21110000	21177	0.17294978795518007
3R	21910000	21177	-0.03749925086279951
3R	23260000	21177	0.13680948522650033
3R	25550000	21177	0.001818993629919427
X	160000	21178	0.0919335765023397
X	2930000	21178	0.0
X	3170000	21178	0.3542094600760445
X	3440000	21178	0.26328395535667093
X	4130000	21178	-0.07067153681072434
X	4460000	21178	-0.17523652541968937
X	6180000	21178	0.15954543784656014
X	8490000	21178	0.0
X	9550000	21178	0.025821388150161106
X	10300000	21178	-0.004590716977057534
X	10580000	21178	0.0
X	11390000	21178	0.39224420661283876
X	12800000	21178	-0.6694137624649962
X	14670000	21178	-0.19323964886139178
X	16790000	21178	-0.3001244488670313
X	17640000	21178	0.17967651162473083
X	19380000	21178	-0.4272077880220285
X	20170000	21178	0.1642134759912103
2L	70000	21178	-0.16222606629574574
2L	3140000	21178	0.057432691275175904
2L	6620000	21178	-0.06278803500233332
2L	10450000	21178	-0.3012638348397447
2R	100000	21178	-0.017746608620455538
2R	6050000	21178	-0.13945257315334736
2R	7100000	21178	-0.07941336064512641
2R	12710000	21178	3.2969993032526837e-19
2R	13540000	21178	-0.015759199448556124
2R	14770000	21178	0.2502219174956448
2R	15500000	21178	-1.3664847746481625
2R	16040000	21178	0.1085069468209427
2R	16940000	21178	-0.09908088598944859
2R	19490000	21178	0.10236678053178587
3L	190000	21178	0.14838002951878845
3L	670000	21178	1.0305885234378663e-17
3L	1580000	21178	0.39493868714063507
3L	5270000	21178	3.0902117199456045e-17
3L	5460000	21178	-0.4984621624209605
3L	7080000	21178	0.0069259710304525254
3L	8220000	21178	1.2920735370338351e-16
3L	8340000	21178	0.05734120822578315
3L	9400000	21178	-0.5151255426363915
3L	9730000	21178	-0.5118588299690788
3L	11000000	21178	0.07345637377770782
3L	11470000	21178	0.0
3L	12200000	21178	8.679472540065591e-17
3L	12490000	21178	-0.829050499156736
3L	12600000	21178	-0.014807827999957765
3L	18920000	21178	0.31971017283528097
3R	90000	21178	-0.12432009844577654
3R	7490000	21178	0.04552471253748952
3R	9650000	21178	1.3206455278519182
3R	10900000	21178	-0.008334177047469561
3R	12180000	21178	0.07501730922315236
3R	13810000	21178	0.20815892637338274
3R	14040000	21178	0.011606733958125975
3R	15720000	21178	-0.039282148566917335
3R	18310000	21178	-0.031330953375981706
3R	18830000	21178	-0.05052647588539305
3R	19660000	21178	0.15894476334137064
3R	20490000	21178	1.4166280371506468
3R	21110000	21178	-0.1831078659016301
3R	23080000	21178	-0.3681429065277227
3R	23490000	21178	0.17907875162423653
3R	25420000	21178	-0.11756637684492133
3R	26190000	21178	-0.11005848594527609
3R	27140000	21178	0.1654668264428491
X	160000	21179	0.0919335765023397
X	3930000	21179	0.34374007594995265
X	4530000	21179	-0.14338534865522132
X	5090000	21179	-0.009145146381573752
X	5300000	21179	-0.18332148924830616
X	5550000	21179	-0.17344471300641945
X	5610000	21179	-0.11709680512648377
X	9000000	21179	0.12305012778992594
X	12220000	21179	-0.06280032651379008
X	13080000	21179	-0.09836164245437179
2L	70000	21179	0.0
2L	1680000	21179	-0.0884434585218275
2L	2880000	21179	-0.2430820167549583
2L	4960000	21179	-0.33895124916163055
2L	6240000	21179	-0.011986714802042248
2L	7210000	21179	0.0058541838347915195
2L	11560000	21179	0.6691379651598495
2L	16610000	21179	0.0
2L	18760000	21179	-3.3886018654600157e-18
2R	100000	21179	0.05305708274583201
2R	6420000	21179	-0.2012445799098022
2R	8450000	21179	-0.07425533309075333
2R	12700000	21179	-0.40194844452453776
2R	12870000	21179	0.11605107860695302
2R	14380000	21179	0.12045111829080624
2R	14650000	21179	-0.13945257315334736
2R	16650000	21179	-0.09505047601349001
2R	17220000	21179	0.3269310495252339
2R	17400000	21179	-0.07839695581616235
2R	18770000	21179	0.08873218968449426
2R	19050000	21179	-0.12770307772996792
2R	19340000	21179	-0.012034509721360609
3L	190000	21179	0.6168838259555649
3L	1600000	21179	-0.011753652258482003
3L	2710000	21179	0.29915749436236166
3L	3300000	21179	0.048124251698416026
3L	3330000	21179	1.2920735370338351e-16
3L	3680000	21179	-0.011753652258482003
3L	4030000	21179	0.11287251731738998
3L	4200000	21179	0.2755139254569978
3L	4430000	21179	-0.2254440837220768
3L	4990000	21179	1.476796420387109e-17
3L	8630000	21179	0.016889671625813257
3L	9540000	21179	-0.4697827354405706
3L	9730000	21179	-2.2739275747559114e-16
3L	11340000	21179	-0.02170038038659268
3L	12870000	21179	-0.3905836660020602
3L	12960000	21179	4.0608241811946444e-17
3L	16780000	21179	0.22980343488361749
3L	17690000	21179	3.893345323814862e-18
3R	90000	21179	-0.16134995865823842
3R	5740000	21179	0.04552471253748952
3R	6660000	21179	0.14781898686714579
3R	10850000	21179	0.24225747681354617
3R	11530000	21179	0.12085964584857785
3R	13850000	21179	0.011606733958125975
3R	13980000	21179	0.1580292702391648
3R	14690000	21179	-0.11827564286893147
3R	14960000	21179	0.17469388357479992
3R	18600000	21179	0.16076761793190558
3R	18720000	21179	0.18987336378253428
3R	18970000	21179	0.14509593606783672
3R	19350000	21179	-0.1831078659016301
3R	23080000	21179	-0.278078802219363
3R	24910000	21179	-0.15099884814154202
3R	26140000	21179	-0.13544212795616495
X	160000	21180	0.0919335765023397
X	3430000	21180	0.14918850181397908
X	4790000	21180	0.19940840221980555
X	6330000	21180	-0.09135717979601835
X	7290000	21180	-0.13588221673684758
X	7650000	21180	-0.6694137624649962
X	7890000	21180	-0.2760715230551142
X	8870000	21180	-0.31722237738993836
X	9090000	21180	0.0
X	10340000	21180	0.12418253078364498
X	12800000	21180	0.06299102254290817
X	20910000	21180	0.7809308920392062
2L	70000	21180	0.5863785395424652
2L	2440000	21180	-0.13738372551742623
2L	2740000	21180	-0.1286836363546981
2L	3890000	21180	0.14318681607771963
2L	6020000	21180	-0.1494227696672999
2L	10400000	21180	-0.009907516610682092
2L	14240000	21180	0.6691379651598495
2R	100000	21180	-0.13945257315334736
2R	7100000	21180	0.08359453073715342
2R	10360000	21180	0.011136232752536793
2R	11380000	21180	-0.007699075884301784
2R	13910000	21180	-0.11015802701092389
2R	15080000	21180	-0.025568920712894617
2R	16180000	21180	-0.2632125363021439
2R	17400000	21180	0.18696729159375863
2R	18640000	21180	-0.20778050021224176
2R	19130000	21180	-0.0295404035296417
2R	19500000	21180	-1.0001040465758322e-15
2R	19670000	21180	0.2529399049471399
2R	19700000	21180	-0.05496346897786582
3L	190000	21180	0.11863237278296258
3L	1590000	21180	0.13517883912561185
3L	1850000	21180	0.0
3L	3290000	21180	0.12924837191104313
3L	3900000	21180	0.09205214460865675
3L	5120000	21180	0.1476106352644901
3L	5620000	21180	0.03345417626749242
3L	8710000	21180	0.04160570727835532
3L	8800000	21180	-1.1161308358212393e-16
3L	9530000	21180	0.05470572669654575
3L	10120000	21180	0.17758045546750414
3L	10820000	21180	0.05894475985156511
3L	15320000	21180	0.3265947281276379
3L	19630000	21180	-0.011753652258482003
3R	90000	21180	-0.10658354178616426
3R	13120000	21180	0.11820894411300961
3R	14000000	21180	-0.21298968491427556
3R	14840000	21180	0.1330943208528233
3R	18310000	21180	0.1398160495117921
3R	18950000	21180	0.23945812793423796
3R	19060000	21180	0.016334610470137317
3R	19650000	21180	-0.21136975120452026
3R	20400000	21180	4.2674595368132e-17
3R	22290000	21180	-0.35085375591374546
3R	22560000	21180	0.276804446823182
3R	25980000	21180	0.13287378215157092
3R	26830000	21180	-1.122426266790973e-17
X	160000	21181	0.0919335765023397
X	3430000	21181	0.29462084780306025
X	4420000	21181	-0.6694137624649962
X	5610000	21181	0.0
X	9000000	21181	-0.1526534961012524
X	12800000	21181	0.1594744645611819
X	13570000	21181	-0.05318771451023256
X	15690000	21181	-0.1102780525559581
X	16170000	21181	0.1384886602652575
X	18970000	21181	-0.06742991362898385
X	20170000	21181	0.2446787457285497
2L	70000	21181	-0.011313461074976952
2L	6620000	21181	-0.1067699670530177
2L	6720000	21181	0.04018852955652193
2L	7330000	21181	0.1057981823937566
2L	9520000	21181	0.0
2L	9730000	21181	0.6691379651598495
2L	10880000	21181	-0.019449589851170027
2L	12280000	21181	0.80481820706594
2L	15890000	21181	0.40790850389622735
2L	16400000	21181	0.0
2L	16860000	21181	0.07793626145148637
2R	100000	21181	-0.13945257315334736
2R	3510000	21181	-0.07749998309971666
2R	7860000	21181	-0.13525185537603435
2R	8170000	21181	0.051179101288361464
2R	17140000	21181	-0.06966839984929449
2R	19280000	21181	-0.1953829689220016
3L	190000	21181	0.47818841266257
3L	2120000	21181	0.3293793839860046
3L	2170000	21181	1.2920735370338351e-16
3L	3900000	21181	0.17638931735986718
3L	10520000	21181	-0.13557250018476477
3L	11380000	21181	0.19423493371539538
3L	13790000	21181	0.6474591915321335
3L	15690000	21181	-0.018508101334147993
3R	90000	21181	0.13287378215157092
3R	5940000	21181	-0.09570813067075154
3R	7430000	21181	0.18138961857148123
3R	13110000	21181	-0.016042470029494472
3R	14690000	21181	4.2674595368132e-17
3R	14840000	21181	0.10709326257930049
3R	17980000	21181	0.08173605466111844
3R	18340000	21181	0.011606733958125975
3R	18560000	21181	-0.3734678275324245
3R	20340000	21181	0.1625812315847563
3R	22310000	21181	-2.431279236238832e-17
3R	23330000	21181	-0.35085375591374546
3R	24910000	21181	0.008430999926833521
3R	25120000	21181	0.1754030699505444
3R	25510000	21181	-0.09514255978051321
3R	26850000	21181	-0.17206981261610693
3R	27240000	21181	-0.015191224194586107
X	160000	21182	-1.6468452691374755
X	2190000	21182	0.0919335765023397
X	3430000	21182	0.14006161396719732
X	5400000	21182	0.029788120995761544
X	6600000	21182	0.06916460510098452
X	8740000	21182	0.0
X	9540000	21182	0.3732360102974166
X	10980000	21182	0.6090001421310681
X	12800000	21182	-0.6694137624649962
X	15580000	21182	-0.07067153681072434
X	16370000	21182	0.1639761551721291
X	18280000	21182	-0.18651283686306996
2L	70000	21182	0.0
2L	2670000	21182	0.04354639867320059
2L	6870000	21182	0.16931798968417816
2L	11220000	21182	-0.11356222429482644
2L	11930000	21182	0.23646238911405432
2L	13680000	21182	3.985332999412734e-17
2L	15670000	21182	-0.09145808296200789
2L	16490000	21182	0.19476952444263113
2L	16620000	21182	-0.13696089428767444
2R	100000	21182	0.12408321753908666
2R	3900000	21182	0.09367541526843856
2R	6230000	21182	-0.13945257315334736
2R	6560000	21182	0.1789459776879232
2R	8170000	21182	-0.058123278169626036
2R	8300000	21182	0.21471415424448032
2R	9680000	21182	0.16915822362573274
2R	11030000	21182	-0.10593721469079892
2R	12710000	21182	0.0040586805723632075
2R	17200000	21182	-0.14651563318849087
2R	18770000	21182	0.2917118665197699
2R	19500000	21182	0.040130199903974144
3L	190000	21182	0.013176447570103965
3L	2120000	21182	0.13786950502115627
3L	3700000	21182	0.27805363608266076
3L	4790000	21182	-0.4446001840052245
3L	5520000	21182	0.03397806466614732
3L	5800000	21182	-0.2604937052244346
3L	10250000	21182	0.09373667463763663
3L	10440000	21182	-1.1161308358212393e-16
3L	12060000	21182	0.1993484661632515
3L	14060000	21182	-5.955100953238223e-17
3L	16850000	21182	0.03112881291493394
3L	17300000	21182	4.676043404695859e-17
3R	90000	21182	-0.11259974881304552
3R	4530000	21182	0.11820894411300961
3R	5820000	21182	0.08413515275932484
3R	6820000	21182	-0.008334177047469561
3R	9040000	21182	-0.0948478637919554
3R	9680000	21182	0.2201373843243963
3R	10250000	21182	0.1385577093551458
3R	11490000	21182	0.29834108880332844
3R	14840000	21182	0.1531047986938026
3R	18700000	21182	0.2431287162795076
